id,collection,dc:title,dc:description,dc:format,dcat.Distribution.downloadURL,dc:source,foaf:homePage,dct:SizeOrDuration,dc:relation,dc.relation.uri
+,123456789/293169,System_CQ170,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmU4i8Ar7Qfig7ZRPM7s3fazfBZPbd3YMXRrQ5Ks97JXrc,LOD Laundromat,https://github.com/LOD-Laundromat,1081,System_CQ170|System_CQ170|System_CQ170,QmS86Vcc2G4gykiMYdV7FiHA9N21DKvWmr8dTT4jVChGXv|QmbB1wsaTXzd3Lytc4AsGuusBMaWYCMCAGGj6aq9PFNJKw|Qmas67BfnrCAL7CMAeb1Rci8M9BxPH8rYxkUnXTnj569ho
+,123456789/293169,System_URGC2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmYx77E2zxmRNUgLbfkSCWEo9LEqZwEuTW42odPBsW4hGg,LOD Laundromat,https://github.com/LOD-Laundromat,1080,System_URGC2|System_URGC2|System_URGC2|System_URGC2|System_URGC2,Qmdd45dxJwJNDLk1iC3v1ThH3zXPzkANBEAe7ewn9c898k|QmdxaHNiHP7iwcdJfeHDKoaJ8JeqafH84RJLfMzAjoguPA|QmTaqDnnNymLT7PMFv3f5dbyq9o2gYEbCR1ZhSSaYVxMXM|QmYhrEJ5V6KQYPDp36UA8GPjVk9amwydJtcGzqdddkvtea|Qmbkefq5qj2FHVKrRrf3mCe3TK4dE1BJ7jE6UFKeQt7j9c
+,123456789/293169,System_JVLA4,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmWk4VKZTAfhEkGjUJCBWqMYgA1q7ogrA9md7AstFBTkcP,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_JVLA4|System_JVLA4|System_JVLA4,QmYBmsA18GufSuEjACRTT5A2h8VYMNSuGMvykUWNabWrtz|QmWkZvZ1U41BULwnbvrg3yM251yspwECMbYhW3gHcFQdBy|QmSP2axjJA6JFFAUnGjAQToKAG2auNjLqnTbGcDVz2i76A
+,123456789/293169,System_KAKR,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmcRo2M2sAw49b1jQzAanFJwd1sj19FUs93pES8NDx6yjL,LOD Laundromat,https://github.com/LOD-Laundromat,1755,System_KAKR|System_KAKR|System_KAKR|System_KAKR|System_KAKR|System_KAKR|System_KAKR|System_KAKR|System_KAKR,QmdAKzZadiCe1T4eDPCaeDcLnkYr8XV3GQpNUm4LM7oJjP|Qmdt8SZ8uVtZtMeCjStFspeTaaNpwkxop3E1MJrK376jEc|QmPayMpW1jti4NnZ7SyhYgTu7f9xHHhG9BgbnJrm4LtuNV|QmPwTu3UfxFSqazKkXN421mSY3XfM7A5oeoM4ohDqVnsHR|QmUoCxmsNwAwgrHdaygpotRbgQW2NfdTzLkpb2txdNFQjT|QmXAoWiGvPbyMecnuNGVdgQ3JGpQbFEnWSanCamaBv5zVC|QmTUj7K6VKuKNTx74KvtmCtehHnwrjnv2JvvWKzPgVug2V|QmNSxKtGYiyGq975f5WjKTXjorVTuEGsy7GVkTXvc1ePna|QmSewqgBXRQnzvLWAiCWDgt3cchxMpCGMnhMMpNUDAa2yv
+,123456789/293169,System_CO073,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmeSU7XKx4mAbdVudMirjQfrZyQYUJzYGH5hEPkxmqFAXZ,LOD Laundromat,https://github.com/LOD-Laundromat,2860,System_CO073|System_CO073|System_CO073,QmdM5e4LfMnwMvY5n6pJKKqzyfo62R8P8GJdzMhFSxFxgx|Qmd7EbbqgPHo4KjtHMhMfv3cvjRdjNg5FiAXtuxs18ggxT|QmYS4zijFVivLgcwoSGsWGd6WBcYCjnaAr6Yocq4HWytHU
+,123456789/293169,System_PRGS2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmehTG365EW33yJgER9gdB8P6x3StvZBphzcNFpv7BMQgR,LOD Laundromat,https://github.com/LOD-Laundromat,1560,System_PRGS2|System_PRGS2|System_PRGS2|System_PRGS2,QmWf1ypSKaz9bH4S1j6C5YoAFY6ZLmydrLm2hjWC9kHefs|QmTWQAtXNswcC2HTqjZPgZhLRG1bimviCKyBvQh6BsbP7T|QmTTMeVxoWYxY9bMSJ18gPiUHtRctn5aSNPruzSBUNDPDg|QmNqwNUaiKgE73D5HdXskojo464G5QECFJkT2HesiBH5gz
+,123456789/293169,System_BFRI1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmRQDCXoHp6Cp2C5t7L4Fxjvs77KJEKjMBJiwrA4hhYd7J,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_BFRI1|System_BFRI1|System_BFRI1|System_BFRI1|System_BFRI1|System_BFRI1,QmUKAgTVfJdpWU5QLuVYBzyD3k6HYRsJE8v4Lqs26RYcBh|QmXdsnF4DguahFW1cceWUcpNYcrwr6Fq5pwBGsuPfZrPAv|QmbiTXgBs6dkdDMv1ca4iK3TGhpkQSzoXrxQD2JUM5LrcX|Qmeeqv3CtSFe1jLgCKzmWF3ijqXRMypNtd3rJWVj5UqPjY|QmNS8r5zszssYrDh8N5BFTLL333S7gb2i3qktKjuFYJvKb|QmUFaTgmwA5TSbcy1AoMX7eX1iU4jEDMv7kd2faZ7m23kE
+,123456789/293169,System_C0958,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQA5KxiRyBMmYDpCdUf3cR9zeswGcvR923LjNjNpmMzyy,LOD Laundromat,https://github.com/LOD-Laundromat,5376,System_C0958|System_C0958|System_C0958|System_C0958|System_C0958|System_C0958,QmSXdqZK5mdCgC6hFsiEFabi7jyH5UkmJ9Y6o9pAP3xkC9|QmTqHU5Psk2WT7qAL2BwopcfveEHUSciW3voWupnEJSHR2|QmYAtySNxngH1gKeEBVxugeBESpSjGkohtLy8SsZScHaCB|QmchVcQBnYSHCFeYjytDzK5fU2SWt8PCEkv9jmcTXUyyD9|QmSiNEpBgF8URSsRia4mJB5LosqfjS59E1bnHteV9ykMb1|QmXtU9J8SUrAw4Pj6dXaAcqr1TVfwL2dXDeWcaNLKZQvjn
+,123456789/293169,System_AS196,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQs8JKk8R4FwoSAJDVQtKWtKqZnwNXxyttU97GJvw3MzM,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_AS196|System_AS196|System_AS196|System_AS196,QmSXWuHHgXxWEJoFuLG8B14PE2utz4nASj1tgkY9ZAiwn3|QmeK5xZXBc7ZpyJMraWQF8jdzfgyzBXtnjdMJoN8YK1Vew|QmbZV2BtJWb55iL7iXMiKrA8yx1hkGrWxaAnrDiYCQijAm|QmQ37qgA5BrwpjvPndq1JCoeGTEvrfRQPrHuhyotJweExS
+,123456789/293169,System_LODC2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qmc9fnN4U8NqTAccvmNVUtxB9Xn32JHWbxkwXFn4Y36nCq,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_LODC2|System_LODC2|System_LODC2|System_LODC2|System_LODC2|System_LODC2,QmfMTLmsPYhpKbF1V5Sscroihpf4UNjewVHGAwthosykbg|QmTZ6LSLvL6fENiZ8N6esadQvn1qUUdwr3tFKfD3negt3K|QmU4mGDjHtYx7ZxEB2EZhoBg6gdiTHbEruzQsqHcvVAvKU|QmNnRBw9v9r4XYbLY3QyetwhAtArY6oDUYxBtjJKt4KLjc|QmYiGmgMEkk7WMpVpgiYAaDKrAqgoW7rhPnx5b2Q3VTEok|QmU9fg2R63Mav6Mg2k3DS3TaQaCvZv7G8Yob9RUnaJXFtJ
+,123456789/293169,System_ADRC1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmSpNjH7rTPtZ6wmxWg96snUmSpPWuAswywRMigorXw3A6,LOD Laundromat,https://github.com/LOD-Laundromat,1600,System_ADRC1|System_ADRC1|System_ADRC1|System_ADRC1|System_ADRC1,QmcKEw2Mz7RcZMEVwcKWbh3pYNNuc5YaNfwHrirpvyipxs|QmP3UHv4u6VwqMHudmoNdkmrZpLTo4jTVbHhpZt4yC4Umg|QmXA48vpZYCGTaF2exPX5t3b5HyiMa7y1XWZi8TBUo8v63|Qmf7gsgQk6VCfuDaGPJYzfQHbkktu6GZwrKY4edHtpuY7N|QmPZeEsPbtXqghypz5Dq7haauJCXd9s9kM98RpCf8Jq1sw
+,123456789/293169,System_BRNW3,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmV2UcEjvTqp641ArBqByipcUfrb2jDf2pyaG7AaimtxTi,LOD Laundromat,https://github.com/LOD-Laundromat,1577,System_BRNW3|System_BRNW3|System_BRNW3|System_BRNW3,QmVwppcbNG3KrSqw1huM6A128eihuGSKGLRbaQtRactJMg|QmQw9v7YC2xm4GrrRGQRKshq5rTMFkzegvpkshdBkp6LWf|QmYGXb7ytVPLawG8Ujt7zXvs8fwpz7QQdKHCHAbUWHEFok|QmZjCXbZwXLDwp5V5HamNi23K4Khi2JDDYD6MHWAbDFNu3
+,123456789/293169,System_AS611,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmWtn8dxB4riJTdjuM7HEV84v4EVyrJv6Pjy58EUXSoi2Q,LOD Laundromat,https://github.com/LOD-Laundromat,5005,System_AS611,QmVLbDqkcCPp2LR3KSM5AHWS93eD95BeVy5Hpe8Vobe6h7
+,123456789/293169,System_BALM,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmXMhReapFgoAaqLSXGdfnAgCkn2rqmumvTNu18cwCJTbq,LOD Laundromat,https://github.com/LOD-Laundromat,5320,System_BALM|System_BALM|System_BALM,QmTSJsfRXnVMuqFCWzriwHgtNhePVZoouFGvFkDWupNjph|QmTJ3CHQyv5QnNfg7KgSNNqm3gXxrGVo4Aq2AT8GoZcH7B|Qmcp6ZviF75vLKHXivqz5ZCC29UEPCUfkhZ6x3644K2TDg
+,123456789/293169,System_AR476,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmRsnZsDnASz6CWvnHCbwNVYZ328cAaGHu3rpMgat3XMMW,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_AR476|System_AR476|System_AR476|System_AR476|System_AR476|System_AR476|System_AR476,QmNeRNGf31eYoWRc4vRdy5VEAsnZPJN3JRcbRo9EGfiELd|QmU6ZKHRGmdsDFsYCsRurkmAosYKhQciv6bemRrB6jAjVG|QmWiryBuHWU9DoX6ffEVdh3t44s148dZdcsdmYu8wkmevR|QmeHqq7Gu5LQx5WCtdPyyrw3b4jzwwheVZ7chAK15jzGjF|QmSuB9gRWguaHZJpXGLfy8tGWxSsGJNNSeLcXUNt2poLYr|QmP9qq6nL5WGYcaKEhYidgobhK6FphBurdF3JwirihkK68|Qmb2qNSJqoGQ9acg3S9onCDMCZTbhkSVKVFyWUkoEG2Uqz
+,123456789/293169,System_AS694,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmV8V2H9SbxCuCQ6KXoWxnh4v6N2Vk79u2nfqAaWJmQR4e,LOD Laundromat,https://github.com/LOD-Laundromat,6175,System_AS694|System_AS694|System_AS694|System_AS694|System_AS694,QmVhkgAcYEusAeV8YeiM3eWQV9gDnCczFoTNykUD7khTyA|QmWdyVc9QYV5HYAQyZbLLgu8ZEp67vBjKuhHBH8edw2D1p|QmUXYRt9DcgeR7fUGo4gCQ52vgDcDVpx5JKnbebafP8A2c|QmaTtk9S2T1hVEcock61nd5LPJjod7YKKJbdh8Rt9RC9b3|QmSnPR13YmusUVePbPDmmkt6JLDVzZscr7eLwdkEGJgzWY
+,123456789/293169,System_LMMM,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQpWBffH3vaQkANxFEReymBzhWUvQPTHbRvcsdhva9jM9,LOD Laundromat,https://github.com/LOD-Laundromat,4512,System_LMMM|System_LMMM,QmdcsnEZjPQU7aS9SoVGft1cCfNS7YFeUgwKNP53YgeZxu|QmZzv21rERHZXd8sYpY578EZLXm18SigJFyHYgdrV5GPNQ
+,123456789/293169,System_AP832,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmeBz6dii25q9CXp1j5FAf9yZ2DCZ5dMXdGYRAPYWFRaKv,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_AP832|System_AP832|System_AP832|System_AP832|System_AP832,QmT6CeWxiHk9TonPxg8yWnhxuCoRtqVun3sMRM3PihBa11|QmQXqWHW8KtwF8csgd82TKiEGe4Hf9j5uLMZ2yYkcydYj9|QmfFmZVQas55PkrFw8a9TU4taFjfNXodjgqihnGfjkWVxs|QmdzHeTNh7vwYag4RXu46SGSJVQ1EF1c89XGrENGAkCJcz|QmWUP2LPcrnz3XqsnCiwB2MczBR287fcAk4Puu6HibLnGE
+,123456789/293169,System_C1485,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmXdQMkokQoiKs1vbfhHor8xci4CaPehKGBDLeDFYA4jTp,LOD Laundromat,https://github.com/LOD-Laundromat,2730,System_C1485|System_C1485,QmS1X5pgmCz53p3DpYUkepEC5jNSX5GoUtohpdVeLKgCdz|QmW4WkToEXgeT2xVXTn8XHL3ef8GhJWDwjygRn4okiRacZ
+,123456789/293169,System_C1275,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmWEr2SxPup2VgLriHfyZPtxz9Vp3f1hXxnW2ZUe2cdVaU,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_C1275|System_C1275|System_C1275|System_C1275|System_C1275|System_C1275|System_C1275|System_C1275,QmRDqaTGTqjViNENBufFZ67PDsbuw3e4Gkb9iUvresozjJ|Qmf5vk3ZqkurzpeCr3Lxe81Jg1dj9qJHCZgLCV6YiADHZv|QmTVp9wsJgp6pQBV5zEmJgb4mUovXu1TjuN3MQHQv1F8x9|QmP5pfwJmw5V9iYb1eKRNfnyy7xzvSZtSfL6hSC8QNJDpJ|QmXvr8dN2dM3qEc9Pnz6hznBsYVjGfvRAs6B5VB4Sif4ZS|QmeJWdwn6uWv4qxeTCHGWqCLBG5PcxHYUZKqTcH4WDD6ta|QmRN7JjsrRQE1YFAJvqZQ3e7gwWAdjeieZCEfaVsPnU8Ux|QmeeG2rbTJWmErgr1SaqZmyPf8vHDU1aFoepgPn455zswa
+,123456789/293169,System_CUXA1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQSoWdDyna8rNsVzstqyaRH8Voa38gkq24opQBt8sKaZn,LOD Laundromat,https://github.com/LOD-Laundromat,12972,System_CUXA1|System_CUXA1|System_CUXA1,QmXNRWJUzJmC6SMsyYzf6mEnvUFQmKPg8GL1DJjgQr3g2w|QmUaMNHupqZGmd4fViB72PzV9YddEVEgodYdxFUNWZ1vov|QmRFQffowXiH6fTJA8jdX1wLrmyVJjP7tsEPQ1V5VBhcnU
+,123456789/293169,System_CYKL,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmWAJu2gNtYAb3KvGv95Qaee6ZYQAjay2G3BNmLriNjf4w,LOD Laundromat,https://github.com/LOD-Laundromat,1344,System_CYKL|System_CYKL|System_CYKL|System_CYKL|System_CYKL|System_CYKL|System_CYKL,QmRCC85f8fU1wsJp2mRKckHmXDLhJ3LxZXhGqbQezdAGTZ|QmST3R7ede9Y9JAUQRDkBMnuj74U7RfTSEMVrrSRxtfsCh|QmeBAYxPmMixc8i6yaY6rr9eVe3JZF3r5QFrpJ3XmT82hN|Qmc589D6oDHsRBB1qxWnqAzN3mW7ijDmMMXSnyawQRW1Ym|QmVvedfxdoCxzK9gj3b1GrvgMpscyJMAqRW7fX9qQDsyrL|QmNhbfReZAZbhHMozn4rw8CnAvNWh6EcBrUkU8xNcjvoA4|QmZ8ndhnReCuxoG5abEtNwqJRugmzp3uPTqv9QZnsELMeg
+,123456789/293169,System_C7975,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmUL7QccSEUdxVYS7WnrdPTwtLfRJs55YgGXGUmgWctzpb,LOD Laundromat,https://github.com/LOD-Laundromat,5850,System_C7975|System_C7975|System_C7975|System_C7975|System_C7975,QmSjnpZxvM9TgbUvG2HcUEfmSQRbBTUoYupfBf6wybPo2c|QmSafEhBkozdNGma68jfFe8uMLYhRMa18fyMVCSe2ikCW6|QmPz4x2m6ACFdA98t8uLPag5V5tqvivZDQp4RUKA5TpHZP|QmfXhRLR38mvq99N1uWeYjWSftBMpRsMJjULFShQSZZmkU|QmZwA8ccyefEjiKnEja3W8SeJ1ad4q5rHojVqBGBofxho4
+,123456789/293169,System_C3151,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmUPFnomn3SAdS5E2TUMfohmQ1RuZ3gqpWzZh7BvQk8K2L,LOD Laundromat,https://github.com/LOD-Laundromat,1128,System_C3151|System_C3151|System_C3151,QmVHddQ2X3qepLutZm25ootGX6wwk4mRmsAEnaGF6HJQE8|QmYy49ktyQLjpVRrcvkXAYE8uhRkc2qaEywZaBQSuKJt9B|QmSbcUKYkND7FXPZ84SoPhU6WfBEYBrpUJf98h8d3y5FxR
+,123456789/293169,System_C7199,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmameCwyzsb9iybkNPiqsv5WaH1NaQoo7ZRTEbQqKUPq1a,LOD Laundromat,https://github.com/LOD-Laundromat,6305,System_C7199|System_C7199,QmV2hBdgt3kDhPYMDHN9TMUVDpfGpiW8RUcGVNWyxNpfgr|QmU435AVPXEQdmAKQpoXvAxpx54kECP6xvPWHciTZhkmym
+,123456789/293169,System_AP388,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmPXdtBtVQ6YmR1UeJEa5PryaHMkbgepQ9b87u3mjiLmyi,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_AP388|System_AP388|System_AP388|System_AP388|System_AP388|System_AP388,QmSHSqJztPxGAFGrGZhrptM997fHHUxCYHVJNNRzEFSUwX|QmTknZaeAgbqKCXsRj2qAkSVv77iDQyVDDFTZVg4ttVi6o|QmSQpdFay24kTZuSvkpLMFakasmHBBaqra8BZ5gQSUNfix|QmYmh7msstX8KUq3U1G49wQ94vnDzeVAcB73RSJxEsK2wG|QmSTnLjv8CfacXcUWiSMB7C39yZzWHHM2nqGgK989Px2mE|QmXUXj7j2FDUkw5NBW3nFLa8psxUGey8ppCseYfwPAwgGv
+,123456789/293169,System_KTEB,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmcGhJnyvgWFJkCcpoQ2aoZU35WsJi2QqVqabSTcdtcXxF,LOD Laundromat,https://github.com/LOD-Laundromat,1563,System_KTEB|System_KTEB|System_KTEB|System_KTEB,QmXFoWfySm5DZtvaY4L8SDZJyprN48KK5jVNkTvQ8zg1bN|QmWNBsBHb2CxpLum6vdWFHLnPXELzvFwWshCgMDwQDg7R9|QmWteSnZmfUqfCYwS2QynZagqCPsj8yqjrJtR5P7wwrqSi|QmVyvKs16fhqvLwrpjTXAgQcMaXrvBhgcrZgdQjgxyTZyC
+,123456789/293169,System_CSMN5,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmT1L1Hb8JiQtRPpPSHhmPXH1bdkoA23ksVeo7QsoKr8Ur,LOD Laundromat,https://github.com/LOD-Laundromat,1909,System_CSMN5|System_CSMN5|System_CSMN5|System_CSMN5|System_CSMN5|System_CSMN5|System_CSMN5,QmZsqWaP2gzWn69N94ikEw2ipQRkqyvi9y3vzePJV7eVKc|QmdnUHgRg19datgxAbfcA8oN1WvniaDq1aAHg2JavqSdbx|QmYrayyKAtRDvDwHQ9FhuiNfKL9Co7RGbJCrycNcqEeALP|QmdLQSLKEq68pBnxozAMeKNCdX3unhqLQjouY5V7FRdATy|QmThrDa6pcmCpJx2h4HSiQgJNkd3aL271WMihRciwAabrv|QmWj3YJ8tXw9DL1zmBZ6F2275ZPyHa8yha26KRu93UAsSY|QmXE4TgooB11GK2zBWYLcJpQjafrsaDUv7KfcR6R3Vr3JT
+,123456789/293169,System_AP164,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmTFNCQmqFAhoNyH6SbnBskP9cgU6fHfMNYUhrC1jdn7bx,LOD Laundromat,https://github.com/LOD-Laundromat,1495,System_AP164|System_AP164|System_AP164|System_AP164|System_AP164|System_AP164,QmQss6gt3AEohJ95fmLJyXhHLmmTZoEUyTeMSNQQWZQUpv|Qmdpeo7BdHQ3WAZaEReauWry8qRXgaE5Jxpq4zL4ktessP|QmRpr6FkkCj3GuaZpYGUpJPa3TEXmT9V4fbYdaCB1oTWMR|QmXcBQnCRiuDWhkL5euGbCTs55CJ7f3Cpt3BwwPPuVHwfa|QmZPryddUw2L1YQwKmNjYjvSajH5dAy3dqzRMSMDvbpkqW|QmdLgNkC2JFAufd8MTEWzbuheyMyj148Mxz4WdhXx3sKAF
+,123456789/293169,System_LKSO3,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmcA8PUmBfTx2P24dPkgaxiQHtjFvsQ4izX79Th4hJqVDg,LOD Laundromat,https://github.com/LOD-Laundromat,2184,System_LKSO3|System_LKSO3|System_LKSO3|System_LKSO3|System_LKSO3|System_LKSO3|System_LKSO3|System_LKSO3,QmWHKjTYSDh6UK4VJQK2xB2QyjqanjQTerKhxnjtneS4qr|QmVgempJYb1zqQouDQazgLviUUrFnfoDD5uDo42LjMEii7|QmZRLcLUkNJPKbJZqpAFs2J6K1988PjRNr1Kszkz6LKbPR|QmXPR8HEMrimSZ87QKqW4HvJagqfVNAJE1oiuHxdxzevZg|Qmdhik5UKHisdSYBBfrAXLauYXkdtoQdQUjXv2GRa3PQ27|QmX4ogKCsZoFBTLNeDNZumeVE9ZbCRGSXP3zg75LACKaZe|QmP8siMQibb5KvsvR1774XaNRE6JoqJxzTJnDPUKbzsZZW|QmP1BoDpc6CmWNHGAT9bpSU5L7V9dUUpCi1NzxkgHFGvm1
+,123456789/293169,System_WWRC1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmXvATr8EjDwsKe3MN3QLhq4fsr2fHDCibSVttMfcEbftB,LOD Laundromat,https://github.com/LOD-Laundromat,1909,System_WWRC1|System_WWRC1|System_WWRC1|System_WWRC1|System_WWRC1|System_WWRC1|System_WWRC1|System_WWRC1,QmWc6AANTVd3d8d8gsHiRLs2MLroZKthj6r1AVntexgWvC|QmcJnt6M6ru8BRSABJEVp72zpv5X4Q7o8tpR7E3k6TYRvt|QmNj4PBQk8wVGTpagvfZ23wSSm7j6wivizPbq2u7g2jBii|QmZiYXw5GzdStbeKNVjFKLLFuSgnETge98X6Yc7zTAxWdK|QmXHjYfapjk2x7ykwSXQTeoWT6tWJm8PoRBr7JEVZnD9AW|QmNLuChszRWeaD7WhqFM8h7BTaqTGLQDo2sPLFEntuJMW1|QmQqJ8mUJjkVgW4qS1StksdXqR8xNwYYrqUfyzGKRJU61F|QmakSLxnSZs9TSLcepxC7oo1HErigqTLfiCLwMXPhRUN8y
+,123456789/293169,System_C7286,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmT7Fzeof9qKr2TqxF3njhGDQDzwhez8VNgMaEmpq2sukB,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_C7286,QmNp5E5RbpMuxWikq5AievqJMdPv2gxS4xq9YgGyAvC4VD
+,123456789/293169,System_VABC1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmZEuWFFLbGCik6sirfsbFjYHP6aPF1GKndyCNLGV8R8aR,LOD Laundromat,https://github.com/LOD-Laundromat,1560,System_VABC1|System_VABC1|System_VABC1|System_VABC1|System_VABC1|System_VABC1|System_VABC1|System_VABC1|System_VABC1,QmNb15Anrg4j6bJrZ2EnUHeL5AafJonKxowuN6BJWYxfz9|QmeB9CLoA2tGczJLCrjd3SddgxexjV2z9e5LuZhoCGCHTX|QmWvP9FqWAyCkAudNyAQKbh6PPEVSz9AJGoNcZsENfe97V|QmYTwKsfiPVkzHMqpoJKQFb76PV6RFR8ueLoxp67CK5Urm|QmSfFDh9u565c2AYwKuqBFwx8AzdK8AAUKsa6qmpF5MaSX|QmfBUMhYujvcdooFBmgm6YeCGLbYvgXPXSB8BLkMzEbu29|QmWEKsPL8EX7snk98oKNSw9b6FhY6JyGDwVTpyZWnBTNRb|QmXk5h4iQ2fQm8GJLByQ4oCWgvqKPn3YzkKEHmiJ8KTjbN|QmZoYqZ1tyo5i7ivWa9qDZS9QA7AEu1AmaXB8GcBZ5JW7x
+,123456789/293169,System_C7612,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmVBjqCyRM3bYNaWxQGtpPnhRMWU85iydccFmnWpCxMYfW,LOD Laundromat,https://github.com/LOD-Laundromat,1692,System_C7612|System_C7612|System_C7612,QmZnyGA2HDCJByQkdriMneqjBhygYX1iCeyVShNBoxW7as|QmabioXiVWHQYnhhnENZjpEGC64UfLoEEqsyH8yCPsfm32|QmcHprMXst6doeFAgohg9fk1EhG243orLNbDSwr7huJe5T
+,123456789/293169,System_BEYM7,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmZDDr74HhsXGBDuXJs7UVxywQqoSpjM8Q5qxLywGCeemn,LOD Laundromat,https://github.com/LOD-Laundromat,1012,System_BEYM7,QmawUgy8bMExgWHYcU7UfE1iKBFpZNxGdmJT4zGLCi5RGL
