id,collection,dc:title,dc:description,dc:format,dcat.Distribution.downloadURL,dc:source,foaf:homePage,dct:SizeOrDuration,dc:relation,dc.relation.uri
+,123456789/293169,System_C2542,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmZCFeDBUBVEXgfMZBNXhpLBTXdgFAQYG6WtK3YLqX9Asv,LOD Laundromat,https://github.com/LOD-Laundromat,3901,System_C2542|System_C2542|System_C2542|System_C2542|System_C2542|System_C2542|System_C2542,QmRyDjUkKBXinszM6xcB2N78PukT157DwBtydjQu3aaEuG|QmW9a9wPqhUBdnJb2d9np2L9sFw2JEbRSBTWa6iRWeixVE|QmP5z8Pc5u326oX8GB4JHztw8U6vPXa72Cyb1oqvMmtEAB|Qmb2HchxhMk1bCN5U4AfYhFXaTXUgBBjT4mxtBpCC2vSUM|QmXddUqdctsLHirMVK9dhpUTA42YxzhzjcEz9ZfxfhUADJ|QmRqXZQNkzUjuoRvGQLGaogqFb6Ma9pofKkVXjvyexhAvr|QmVaVYHtknWPQ4vPi8AfSGC2g4dSu5E89hvu3vV3X32geF
+,123456789/293169,System_KSWW,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmV1zRkdTXgeJ7yituoT58gJQu7XS1Vugh9a2pyiAm9JU6,LOD Laundromat,https://github.com/LOD-Laundromat,4615,System_KSWW|System_KSWW|System_KSWW|System_KSWW|System_KSWW|System_KSWW|System_KSWW|System_KSWW|System_KSWW,QmR8wpQgJy89jsfuMSkvDfV4cba7RuVQgsjVXd9CKVMNob|QmSvRuySbRYawzphuc5xMTki7X8KYGMkAdyegws7ZBuvaa|QmRS3S1Au9PEWTLzamxnF9JkszDpyYWNHGpLkBvRzVcXew|QmU9RrSKRCNBpefXjLjZEm8KPc3iUxr6z2mNsqXccD7HN5|QmTiYyCWHN77M6Tyz2y1ZfM99NBsuss53tWxHW5e4MQ22K|QmVjmc2dpoL1uRS7U6ft63PydhzzwQ5DmNHx6H4RsSUVZT|Qmc3LM4FRWTp9aGWHH3s4zp15ifoND36np46mEoDuvLSq6|QmXFKLnXMUhjBDTaLhbvuJL5XgBL7cr4UAcGptzQrp1d61|QmSdZBBfQx83hLUZoXFVLN6dDkTw9m6GGJc5JGBzg5nuSS
+,123456789/293169,System_KOZW,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmdTuSvP71mfMhiQNNj7G1yMUXbb1GzrMyVDMkUQy8Yo9W,LOD Laundromat,https://github.com/LOD-Laundromat,4680,System_KOZW|System_KOZW|System_KOZW,QmShJ6WJHunTsTkqv9NkwcQ5d3Q8eWYTnuFEPKcgQ8dCxZ|QmUuz6H7fSQhdF8t1bm6AZpdNiLo86PEviFDfCoYQaxvwP|QmREE3hsNK7dviNXxL1dy8p7mMW7rVbdSYrvRhbBvPWw8F
+,123456789/293169,System_C4663,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmRdRj7LRJ9Xh2vqajoovTTmzU7p9RipfDD66Tuxf9LutP,LOD Laundromat,https://github.com/LOD-Laundromat,4512,System_C4663|System_C4663,QmcYHALB8PevTSTYnkPor3bABENoF9mLoDq4hL2jjwBsXV|QmQii51NzznwYhYprAbUGPxezQjvySoF5BqCU86KkUNpaB
+,123456789/293169,System_AS070,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmcBtPZDqrCfXCKrnVzf5M5kHwyRkjWj7bmNmdu1h6P9aG,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_AS070|System_AS070|System_AS070|System_AS070,QmZYnG2hopsEk2U8UemTafSBcqDfhQZBFLZMSbsGiPkNAb|QmTmpj8QA9hDryXaKrLsei7mDTTs84RuyoSQLZQXLqc8NC|QmPQTPemy7yiZi4tHPqs1cbjeQt6NRDf3ByX9HFWGE7fnP|QmRHotpP1zM4GGNKY5k4BHU3Hu2sbyzsVyYEATsXWofGmt
+,123456789/293169,System_AS683,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qmd7hJNRPJCjD5NzZi82cvveFobGkfLqCd274nyiwYQPZS,LOD Laundromat,https://github.com/LOD-Laundromat,3648,System_AS683|System_AS683|System_AS683|System_AS683|System_AS683,QmdTkKdLr9hgz3qhKDXCNEwzoy8S5sAmPwxsCDrDKEarXk|QmQW4Bz7WduFZC7kThbe9276efMHceVB3CTXcM36B6JrCY|QmbnLcu5fxQQRwXwh69zmEBBHWyMKUX6iKw7B1tYfEEnrJ|QmUJbpJpQW72x8jHqekrfP8WuUdukMT11vXLFfPcnaPkb9|Qmbk6WWhgV3QyNk2X7be3WzuetpuxwwE2kmMq5ukvdBf1d
+,123456789/293169,System_CI199,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmUCh7QS2bvoBmmgNjhxpNgUvxUZTap8GWezSj5ahJcZKp,LOD Laundromat,https://github.com/LOD-Laundromat,1560,System_CI199,QmeNZ8kSLJX72CFpV8uab9tvKyMVQ8jorVbLjBWTs7Jb5e
+,123456789/293169,System_TR858,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQ28hpjUoMJ39RLs3vL5dpPQ9859hDvmJ8zNfcXEB83HP,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_TR858|System_TR858|System_TR858|System_TR858,QmZfxbganFtVLWnKfYwLp9Q5xaiRMsVu1SVGydk2Z5V7Ab|QmaMwXNLb52vGYYqAJ8uLbBEewEiWXtaAG6oCmyrTRvLgb|QmNLqsRQexs3qRjbFEikND2AteKLqabiQBdQJD9iSSY1Mi|QmdTbwKFHuTxUiWsbyAg9xG4ZzeyEcEnrZbkaA2pvt7MyN
+,123456789/293169,System_UTR20,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmUbAGFheikQVc1s6yH4Ef8oKii5YfbpVBC4FdnRjo8AaJ,LOD Laundromat,https://github.com/LOD-Laundromat,8064,System_UTR20|System_UTR20|System_UTR20|System_UTR20|System_UTR20|System_UTR20,QmYWEjA5cQpojAowMzz2NQ52mv4qj4jYREE26ZwujDS7Si|QmZFdRaHwQJHK3nz2j84HtzjHQM4b6VrvBrGvJkph7UcNG|QmbWMY1V4WBZzC7gRzAzijTHeiQqubfgqY91kkafsSjQUJ|QmVWNDnNkvnA7JEcXtrfrUREpAkz9iXT7QNGJywYTmGhsw|QmVeQYfxTwSVgRZArQgwfHx7VQ9WvYfY74wkuaEyNh3p3o|QmQoMkqN1jz5CjjbyALpwx5FK9pqukkXo1NqF2JnqCwwYp
+,123456789/293169,System_C4143,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qmc2BPCu1XCoGMw1zjzbXQbCqER2BX7NTxSBLP7eAZJaDC,LOD Laundromat,https://github.com/LOD-Laundromat,4512,System_C4143|System_C4143|System_C4143|System_C4143|System_C4143|System_C4143|System_C4143,QmZLU6m5ogsEJr8LKiREEczk8S3QVPtoDYhoe282JZrPTG|QmeRNT1GLYaAwWNYi9SfcL4EefbaSr6hU7Fjg7VJMDW53U|Qmc6DxCVLf2EFn1zcoXbZ7dqxzRWeTLrsaWSWMKnvYkb9k|QmQvX9JKzT85zzQncqF6s5a8K4FpcHZ19eDX1uhKqhb2Kt|QmSFWFzSDGwSLn9NpaJVy24KBkevo4BA7YiMDsHzdntByB|QmQtYuvcvBnyofQL6CyRGMysSD1SasSzVBj3kbtvSNBJj4|QmdzfvCDRrfPrFDNTgWRhXeRvRBctiJBxTe2z7owt3jk3h
+,123456789/293169,System_ODT19,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmW7RVU2KYHftopF8yA3iJihnbgDkdh4dWJpReMFH2KuFK,LOD Laundromat,https://github.com/LOD-Laundromat,1456,System_ODT19|System_ODT19|System_ODT19|System_ODT19|System_ODT19|System_ODT19|System_ODT19,QmbiibDPgBd9xgUQAvP9zSqUbQzVkPZWRZ3vQ5TqfUTvp8|QmQDEhS4EDzhdt7y7PAbARTGaKsiQDcVTaUd23HdHyLui8|QmWDZ4HaRXsxAbcsaMnXsQ93v2VTB3kv4GooKb9EzbRWbj|QmXDsx7EDCxf184XkagHscuWQozu6FMY9KhECKi3Tg2n9g|QmPpnm66DJbgz4xBupx6RmSgzwbog8vdJBKbKTC3z9n11F|QmNeWngS9Z8gDbKFAFWX96apyo28GKyB46SyWFoQZsBs4Q|QmehEoepFuNChBHeExezHoi8ZVwd6r2wrmMkcYAudbdfw5
+,123456789/293169,System_BKVO,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmXfmpPwk8qGFFFJHk4h5XAhrmjUfpTd6W25kU7TXuWSov,LOD Laundromat,https://github.com/LOD-Laundromat,3055,System_BKVO|System_BKVO|System_BKVO|System_BKVO|System_BKVO|System_BKVO|System_BKVO,QmQnzDg1nkpwgpQ5vjVDtJYXz6u3REJ6QNRecTQrdmnhSs|QmcGJcWhbeKAmtW62o1XRbw2d4iz48SjXUY9JdzxpXStwE|QmY5CnYmRxuTjyNXKQRZSRz8Q4rvkJY5mrq3fQ4NC2UWGo|QmaZHVasSPvM9Xn97iH4Miw6Rm2KCDrr8eNPFAYM81YLQo|Qmaksk7tdFHRA4aFkWfqWyyiRxBYhsRRRvSDaCiMuDR9hM|QmduV1jWtU6FijAjPJnsmQW6Du4Hnd19VrLfnqLdW5p1T6|QmSeP5zFWP3JqZ3Lm7YcgfSnA5Bye4mJ5amH2dcirWTa7d
+,123456789/293169,System_OKNC1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmRybnBrC2bKC4JCxVvGjH55E8notWkySgymLN63zheFJh,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_OKNC1|System_OKNC1|System_OKNC1|System_OKNC1,Qmeq6d5LS5qee6WxmLmze7MyMfLyBKJuxSqH2gnCJsGh9x|QmVRHLMa9rAcb6q7kp6PGX53GLv1QABHKAycvSYekdue6c|Qmf6Wk2gvBfHjkUDVZqhZy1HoNLF9d6Dv1xD9CAyGnxAqJ|QmQztZLfNjeTVsjQeYqU6gvC5KYdSzu8QMUAKBXrqJRSKh
+,123456789/293169,System_KFTW,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQd32P1BkA6BUn3Xsgbd1AuFkjHcL6eFVxD9DNVVj6Vzd,LOD Laundromat,https://github.com/LOD-Laundromat,1625,System_KFTW|System_KFTW|System_KFTW|System_KFTW|System_KFTW,QmNyZXR8WvXJYQhDaNTLAe8NR8n3sFdUouZo3AaoURJJ7Q|QmSHzkj33vT8nL7voeKj8g9unvBJ73AySQGWeoDLLZfGt2|QmNMz24aikK1XjqmZQBHPx3ZwmbXZBymwoebjf27Sineu2|QmaQAKZsgczLU5JgHCL5n3rs4znDxJNm78aVi9aUqzmskN|QmVvLiipVjdmvcqPthxEK9onAsM5J1DTG2g8sYmb2uHMTk
+,123456789/293169,System_KJYM,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmXTZTHhVoMmZNBpzuY33tFvDWXE6vSFWCYDeXR6KGvJFn,LOD Laundromat,https://github.com/LOD-Laundromat,4680,System_KJYM|System_KJYM|System_KJYM|System_KJYM|System_KJYM|System_KJYM|System_KJYM|System_KJYM,QmXtVYpLAGqw1rpwMbapQtU1Z8xY8S4jz3CiSERrRGz7Xo|QmenApSnnsbLutUprfD45fCcaHTMtYF3WMAysaJ1Pv2DeM|QmXohiV3B59B7jUWGxba4AQzXE6km3WKKowQLVjFVE47e9|QmVkjLy8G9g12WqJKiRbaoZLWheyZ5b7CFyrCZXx6thoeS|QmXWRvwnXeAjifEvpi6PLtTdPcwT32hZohLES5Fuzwi2rm|QmX9DVtzNzhk7f947aEaqQX438Au4dQx6GTNyDmM2r4KH8|QmdqLN3dYJoXqn65S1GhqFi4vJGpnUiasvjQyexA7GnNUq|QmXm2JQHLXRRWe2od3f8yLs9idTmS6XVha4jZaH3xfPh2r
+,123456789/293169,System_HHRN5,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQTkTZNY2Uic5HWxCEB3G7XkbL24qQB1rvEVX3CSUSfz8,LOD Laundromat,https://github.com/LOD-Laundromat,1560,System_HHRN5|System_HHRN5|System_HHRN5|System_HHRN5|System_HHRN5|System_HHRN5|System_HHRN5,QmZfqXV3gnDuU6az3gut8oE3WvXAwatMnDdRAv2jpb3o79|QmcJpCoQ8jmSjrNX2Qet9ENrzpEoj4VrRfDHm434hnzktz|QmaL1SBTMJ59QAQ2FdtGS3j66fN5T9EhzbFFMtVHb8qgB4|QmTnwDu7nLuA4rnPr7ZF75eZxAXaz8oE9xtZ9ZUsbvP5bd|QmRVUEtbC9VewhY48oV1N12ZcTbXijwwUzveNyT5hYgCP9|QmPy7dXUcU7ngNTUjKt4USSmL6Kotb1q1Bj6cpUpQb4ubY|QmUepHwZuKwdksXgkSTQaXcSbCe58Tyu81J2Hau9JqwuDY
+,123456789/293169,System_CWDM,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmSzaMH2qiiMcsK4dPSw1AvvyQpqZhrxjuTamabqZ99CP6,LOD Laundromat,https://github.com/LOD-Laundromat,1288,System_CWDM|System_CWDM|System_CWDM|System_CWDM|System_CWDM,QmeU5eNUw7f5xHVaykV69uyV57ob9hZQ7zA6e7LdazQbQj|QmfFqgA5q94maydazyGksTtj2zCkxGWLrRJLcwnBZDEHVy|QmY8njiD8wkzpdEYd1EYsQHyZcGUbz7fDmwXLMFmmxCCMg|QmWZaPEC98J5AQ9GpbXtoVFGszfnSLKMVtv5rU3CRuTZfR|QmWn9gWDJ4m7qMaVLdtAMywhS9ALA8tkyCVDrCBepEMGgA
+,123456789/293169,System_DVSO2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmTrKqCLgYBm9He29ky587rNSb5ktJ9S1q9fsBhWsMyfwZ,LOD Laundromat,https://github.com/LOD-Laundromat,1584,System_DVSO2|System_DVSO2,QmYWNiQv1ijNeynKa5BKk4HZSUsiFjvAGgq4hoihYpF2c2|QmfSUZ5gfy8gWhFh5NUYVeSiL6gfdNM7VsXfgfkdh6w9DJ
+,123456789/293169,System_LANL2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQxQbACnPRfLWmjUQKX1vi2M5dL6LqAtUZdZVkTojTTLB,LOD Laundromat,https://github.com/LOD-Laundromat,7030,System_LANL2|System_LANL2|System_LANL2|System_LANL2|System_LANL2|System_LANL2|System_LANL2,QmesyvUx48tXxcq7fpGJSe3VQ71pZaZ3zJRwBckNNfcfF9|QmVbAyuLWjQwmnBurzygtVQGtGSDLhWDmnqhJNoZKY5exd|QmQdam1EAnkvGAEicd4Dq9995CnhQycLZzzWJioJK9D4aF|QmaijrdR4hYFuVNDmmCfmCG7WMNcBuXdM3wJPcRvGqUX5g|QmZWNXwD4RJ62SipdMnB16TtT5qDAxSTLSuPTQ46Wrk1xg|QmbBCmabMvaxTMw3a7KP3VqJ6DxWNcYX24EW4vEPy7sbqA|QmR3sEgSxy2qMbimNHqsUdFJN8zy41dDjn4HWN2V8mK7V6
+,123456789/293169,System_BRKS2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qmd5ST4b8zRtAsWtXm7mGwWNJn85bs6c6ik7GN5bQKCyRu,LOD Laundromat,https://github.com/LOD-Laundromat,1056,System_BRKS2|System_BRKS2|System_BRKS2|System_BRKS2,QmYwFafmLHLMnjtY9A93RoswrhDdqacrXrTaXjHU76Z2iy|QmaE7jStyBH9FNPFVhtGeKbVBySYpGTC6MKw6YCxBZvuRz|QmWVAmnEhYPouimykQW5mmDLw4B58ZQGiSHcghxxU6JH8G|QmNvHWeg321NvgEjLVCD6CkFZ7QHjSfoBFBhnMkG1tUt8W
+,123456789/293169,System_GRNW2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmYLr8aXNeEc6RNJtjBR52Hex46nBqrW9dPcKQHEAdm3bL,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_GRNW2|System_GRNW2|System_GRNW2|System_GRNW2|System_GRNW2|System_GRNW2,Qmetny6jPvVg75n6awWbxxjnuZdEzQaJKzsK3Nq1GnjTYk|QmS355yp1oUZzfSjnWn3fehBwZNmSGPqwfV9AqV87Bs3Pv|QmcLcCiRZ4BtrZ4625ZQcMxZQq8C3Q6VQtC8uzx4TDR8J7|QmaRr8NXMYuyGfBN9RGcBs19k2tyPsthpHJGd5h9oGrg4H|Qmds9vio4xgRnWXckcq68TNKXE4wj5kqeGp9mPAXHgEQpv|QmP3ULSURcSLq4V9RrgNyAcm8SwrqNN5NJ1fZzmbu6eYZm
+,123456789/293169,System_CONM8,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmSMQDsMawetGrMeC6w2rkU8kRyqNKk6F8zQGSvuEEAWEk,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_CONM8|System_CONM8|System_CONM8|System_CONM8|System_CONM8,QmWQteumySfrw6g3m6VbFvk4PoproALbrfHuQKRZJGmG6F|QmV79GJc67rhPTMztiTXjFr1a8LzKwwsHR1YyALXBQiM8q|QmZKEK76xuPZJbbw8Z18XBHwruTp3N458AGpFbmh34Vw3w|Qmf2Yg4RrCru7eX7yvk3mGYUmVEgzPzB8oejVViK8dffVC|Qme4AF8qT82vWuYpgXbr1Kaxh3kWuL94USyGHin38Cxrtt
+,123456789/293169,System_KPPF,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmXttwapoh5SvaXgTePFw8S6FBtArd4oFqyGBXeH7gMMmC,LOD Laundromat,https://github.com/LOD-Laundromat,2738,System_KPPF|System_KPPF|System_KPPF|System_KPPF|System_KPPF|System_KPPF|System_KPPF|System_KPPF,QmbFeBTMENcnpoVDXJMRuh3iHyAJTETxcDjD2JpjKMwPgv|QmVhZKGFdWNdt94kx8VyT7GJuwyv49Nar49wdWWr9TeCRV|QmSuXSR3BRFQabVckcksA2zPhzYJh2Dgr1Ybfx4zcep1rL|QmQsqaiZWArptvFhB1nzBsffcPK1p3PLbzGPz54znAiBSp|QmRrbijkFjTwtat4efRyhiinXpw8JXok6N1GnXpzt9E4VZ|QmYENjp3745vgz7poNnKQXe945KGQ2T9P2EgQhrDmsvizN|QmfTJHD3vMw4tqwsjcNqMeAcTn36hHDZ4yqYNMUqFHnQgc|QmYNdGe7Tv9DWTui9ouYf76WpntmSa5UknpzHfqtPD6hRq
+,123456789/293169,System_KCNM,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmczL8DRAzPGAzUeJseVn6xPugqiiizxw9JMrexZr4yAka,LOD Laundromat,https://github.com/LOD-Laundromat,2075,System_KCNM|System_KCNM|System_KCNM|System_KCNM|System_KCNM|System_KCNM|System_KCNM|System_KCNM,Qmf42sqjbfUKWuuuKomxogo6gyueEHmmeJt28gyyPF44Av|QmTxPZrKda6akkaUvrNXAQbtwkcvHeRh1yPm3z56tBix8d|QmUnvRF64KBsXP7xFDDeDJbJDCYED86cQRiRWdv3aST9xa|QmTa4U4ddoNfEYtbkffDbaSNfwtoz41Hd8Lk51hg6VMqMB|QmcmjRNKqorjzCMAM5c97WdToTrsrUD4JjQiRoY1Ff6sw2|QmVaYegcwUCkLEYgGAavJRjipWJ4C84qrkgjoFb1gAfADT|QmT5hWNgod4WjJgyc22XMJkSMSG2tCvLPB59V73HQf9iva|QmWymxq1QiSN5dhoqJq3d8Rnc9TcTDBi46LiG699cDKUZS
+,123456789/293169,System_BKSC1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmNxpCgBT9wZSvVuSHJgBRyZrKerCZuan776FVa975bZVW,LOD Laundromat,https://github.com/LOD-Laundromat,1660,System_BKSC1|System_BKSC1,QmcCtYhGk2W1B1a6u1Z7TA4o14RDrMXqaPQV91y92mTCRN|QmVpr9NsjfkCJo3GAAJPjEz9FAuKkJNh5m4CTWHsXhmESE
+,123456789/293169,System_ODT57,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmS8kpbpQCsoEPaosTQpMkCyKFFFmi4Eduscp81JmsDsEb,LOD Laundromat,https://github.com/LOD-Laundromat,5376,System_ODT57|System_ODT57|System_ODT57|System_ODT57|System_ODT57|System_ODT57|System_ODT57,QmWwYF5jjtUQPoP2ZgzHxryqoCB5JLd24RDnpKU25B5G4a|QmcgvTzrGh8w1riVjx6BUZrsz41QfDnyGF8EVHDguVPLWG|Qmc4gBmEQYEdJVmNEC2bpwQij7GZWN8xxRKCMCFcyA1it5|QmPeMdMowosJG1ssdauzCEoG5M5Ugeje1cDPu5cLFAvHsw|QmRcmusun7zFHjP7qXTjz4uGyAS1KwemcYT5W82iVEtoCJ|QmWewViB9DigHeUR4KuA9BVQE1gyge1ojP6Csf4mNw6Xwq|QmR4VaohpMzHDkr8N3Njtc1CQY8u1t5xeMVSWfQatj8MCY
+,123456789/293169,System_BLNN6,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmT6i8ZHyZ6dzWhu3ZvScqWrcYkmKuhd5RWy5jV1Nno5Tv,LOD Laundromat,https://github.com/LOD-Laundromat,1328,System_BLNN6,QmUfQerLeivTVR8evyX9U72pyCRcGHfKEK1mu6h1nSapnc
+,123456789/293169,System_ELPK2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmV6vKPzS52BiS8Xw8zJuJ3oNFjMtsF2mx7osqf4Jgt26F,LOD Laundromat,https://github.com/LOD-Laundromat,3168,System_ELPK2|System_ELPK2|System_ELPK2|System_ELPK2,QmWLk3FGozYZwxYNA4nZzN5VQnN9dggCrWHsG5rwFnp9oK|QmbTnGYAzvoYQgW1LJdrCcNAiUdME9ADB98qGaMXbfqN1X|QmUuKJCVkEHUkRsxXR6eJbHtkgWEGeW7o2ph3QEyEa291R|QmXuiR3HKQqNFcFNhsUHRmxHwMYi7Vfn2vTjGrgq77bWka
+,123456789/293169,System_C9604,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmNtSH5ge8z2P1WNySmEo9zszbVXKUJYNHjnTBYCVDWHeQ,LOD Laundromat,https://github.com/LOD-Laundromat,6175,System_C9604|System_C9604|System_C9604,QmfU7yMzgidckaFNptTnZcxM2eE4Ud1hB22apDJYcYSJH7|QmeETYfXFWjJjP48BsL7AYHwqAAvbVZVPKRy1eF7f6ZSKo|QmWmzVyuqK5EPEsrUbcEmughWKHhYaad1L1UuHK2a9tVcW
+,123456789/293169,System_ANIC1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmXEadU92wNWFM5HgcLu1pBFDo8Mwjqwh1smLKn6y4WkWB,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_ANIC1|System_ANIC1|System_ANIC1,QmZs3ZefoVznMPJkDwkk3Pahu14Wft4yEuAoQJNWRmwQsw|QmcYVSXJeJWnW6zoucYh9SoU2uNxdaX4Do2L5EkBPtrh3r|Qmd19DDa9Rh9hznZy7QzTUxFV3MTG1beRahk66u4MMxmug
+,123456789/293169,System_SG00,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmX4FkX36PPgPGL8fVqm85uUowUY3iHN7SSyaHvBvtznAc,LOD Laundromat,https://github.com/LOD-Laundromat,1254,System_SG00|System_SG00|System_SG00|System_SG00,QmeYJunWeWzdnSgMSSWeNNswxiDBB6Y4px3KsAnioQBf4C|QmPnwJSfD7PdjSwkoouzgWxdqHFauvSRs3Utvz5NxjbNG7|Qmew7SK4KuTjrBNZuWGtNE4HBcBGoTanXVbJmsBjZGme12|QmfHRkmdw6y7VEe9kNsed3mwz4iUne7sGZZY9WG88JxSZA
+,123456789/293169,System_KRKD,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmYNmc2Bs26k5QAHGeoJLVtm5r539bR5Mg19e484x7L4zi,LOD Laundromat,https://github.com/LOD-Laundromat,5330,System_KRKD|System_KRKD|System_KRKD|System_KRKD|System_KRKD,Qmbo578PBE4B4aFXBD7FE2zqwW2MfwxsftCjNSKSc9afaz|QmZf2d1QfsqDTJTGw9vkTmkg7QwyfU37AMeoJuTpFVnaYs|QmbzvSTYWezVRuUqiP1J9k166SR3poNcNiTsTR3hDFgUKZ|QmXEe5TJrVxwNEE9DdH4WJEXfHWA2rFPfEebMwcKA5kXxq|QmQ1NQNEDRSBsjXk7s5kfHRgPzQ3NpDuDrX9rky6yHhKzW
+,123456789/293169,System_MSFO1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qmdf81gE8ojZkUYAMC6qy6TwbN141TVMHZit5pEFMf8YjC,LOD Laundromat,https://github.com/LOD-Laundromat,1826,System_MSFO1|System_MSFO1|System_MSFO1|System_MSFO1|System_MSFO1|System_MSFO1,QmZhx5W6T1VePwmVM2ocXXAqLZK43jyA6Ntgo4n6MBcmLs|QmeTwmeCY3T524mVWufwU3nmxCQYumRm6zrCZ5jjqcXE9p|QmVQ5qKCM4FxeSFiyyRWjPAiJDWVkWGVnNkoxfSfGBLtBP|QmQFhjsP6odXJCWKQjUx7KS94XeiBypJcPbhnrYZhi5RJb|QmNdzpUY2yWeamLSLTz47d3MRYkm19fLiC54EwSPCKCzTR|QmdSFTwjedHvzCk5ibSkkqdFrCaej89ZgPc2fEBxMxZvJg
